TrxID	GeneName	GeneID	DpleGene	MsexGene
PIERAPT00000001181	FAM195A	PIERAPG00000000498	DPOGS213557	Msex2.02343
PIERAPT00000001184	pkbA	PIERAPG00000000501	DPOGS202914	Msex2.12175
PIERAPT00000001190	PyK	PIERAPG00000000504	DPOGS208876	Msex2.00630
PIERAPT00000001196	slc25a35	PIERAPG00000000505	DPOGS209634	Msex2.12017
PIERAPT00000001202	Sh2b2	PIERAPG00000000507	DPOGS212764	Msex2.13793
PIERAPT00000001204	Gp1ba	PIERAPG00000000508	DPOGS206571	Msex2.06275
PIERAPT00000001205	Hibadh	PIERAPG00000000509	DPOGS210828	Msex2.06439
PIERAPT00000001207	to	PIERAPG00000000510	DPOGS209202	Msex2.00388
PIERAPT00000001212	MAN2C1	PIERAPG00000000514	DPOGS205635	Msex2.05635
PIERAPT00000001213	ORF2	PIERAPG00000000515	DPOGS200423	Msex2.02626
PIERAPT00000001215	KDELC1	PIERAPG00000000516	DPOGS211132	Msex2.09269
PIERAPT00000001218	alg44speH	PIERAPG00000000517	DPOGS203268	Msex2.12673
PIERAPT00000001220	Edg84A_2	PIERAPG00000000518	DPOGS210915,DPOGS210912	Msex2.00295
PIERAPT00000001222	Ddx1_2	PIERAPG00000000520	DPOGS207042	Msex2.03627
PIERAPT00000001227	TRYP1AAEL013712	PIERAPG00000000523	DPOGS201255	Msex2.02231
PIERAPT00000001231	psmB5	PIERAPG00000000524	DPOGS213495,DPOGS213465,DPOGS213494	Msex2.14626
PIERAPT00000001232	Lar	PIERAPG00000000525	DPOGS214816	NA
PIERAPT00000001236	fbxl15	PIERAPG00000000527	DPOGS200626	Msex2.02588
PIERAPT00000001238	MED4	PIERAPG00000000529	DPOGS211564	Msex2.00574
PIERAPT00000001242	ADARB2	PIERAPG00000000531	DPOGS205713	Msex2.08637
PIERAPT00000001247	G103441	PIERAPG00000000532	DPOGS204815	Msex2.02486
PIERAPT00000001271	CU03	PIERAPG00000000534	DPOGS209413	Msex2.08400
PIERAPT00000001272	Vinc	PIERAPG00000000535	DPOGS203737	Msex2.13519
PIERAPT00000001276	pnr	PIERAPG00000000537	DPOGS211451	Msex2.01983
PIERAPT00000001281	TRYP1	PIERAPG00000000540	NA	Msex2.12489
PIERAPT00000001282	Cpa2	PIERAPG00000000541	DPOGS204786	Msex2.04136,Msex2.04138
PIERAPT00000001283	PAQR4	PIERAPG00000000542	DPOGS208230	Msex2.00815
PIERAPT00000001285	CA10	PIERAPG00000000543	DPOGS213760	Msex2.00044
PIERAPT00000001288	ZFAND5	PIERAPG00000000544	DPOGS208291	NA
PIERAPT00000001290	ispH	PIERAPG00000000546	DPOGS213200	Msex2.05134
PIERAPT00000001292	DOLPP1PUT4	PIERAPG00000000547	NA	Msex2.00979
PIERAPT00000001295	PI3K2	PIERAPG00000000549	DPOGS215098	NA
PIERAPT00000001298	ywrD	PIERAPG00000000551	DPOGS205554	Msex2.02896
PIERAPT00000001300	APMAP	PIERAPG00000000552	NA	Msex2.13946
PIERAPT00000001304	RDRP_2	PIERAPG00000000554	DPOGS208671	Msex2.09668
PIERAPT00000001306	AK3	PIERAPG00000000556	DPOGS204249	Msex2.06241
PIERAPT00000001309	MYRO1_3	PIERAPG00000000557	NA	Msex2.00965,Msex2.00966
PIERAPT00000001313	slc36a4_2	PIERAPG00000000559	DPOGS202641,DPOGS202677	Msex2.09583
PIERAPT00000001321	ALG8	PIERAPG00000000560	DPOGS216009	Msex2.01590
PIERAPT00000001325	Aper1rhgA	PIERAPG00000000562	DPOGS214075	Msex2.02671
PIERAPT00000001330	akr2e	PIERAPG00000000563	DPOGS203587	Msex2.05959
PIERAPT00000001333	Prkag2	PIERAPG00000000564	DPOGS211224	Msex2.10088
PIERAPT00000001339	G112932	PIERAPG00000000567	DPOGS212995	Msex2.05489
PIERAPT00000001341	atg101	PIERAPG00000000569	DPOGS207822	NA
PIERAPT00000001343	MRPS34	PIERAPG00000000571	DPOGS204859	Msex2.01059
PIERAPT00000001348	mRpL33	PIERAPG00000000574	DPOGS210393	NA
PIERAPT00000001349	Rtn4rl2	PIERAPG00000000575	NA	Msex2.01455
PIERAPT00000001351	anon-3B1.2	PIERAPG00000000576	NA	Msex2.00387
PIERAPT00000001353	Ddx56	PIERAPG00000000577	DPOGS201182	Msex2.13091
PIERAPT00000001364	Cdca3	PIERAPG00000000579	DPOGS203844	NA
PIERAPT00000001366	Jph3	PIERAPG00000000580	DPOGS211089	Msex2.10080
PIERAPT00000001370	nell2NELL1	PIERAPG00000000581	DPOGS200722	Msex2.07114
PIERAPT00000001382	CG12034	PIERAPG00000000582	DPOGS205626	NA
PIERAPT00000001384	hisZ	PIERAPG00000000584	NA	Msex2.12769
PIERAPT00000001386	CERS6	PIERAPG00000000585	NA	Msex2.03593
PIERAPT00000001388	LystcomA	PIERAPG00000000586	NA	Msex2.14998
PIERAPT00000001391	gfod1	PIERAPG00000000589	DPOGS207254	Msex2.06149
PIERAPT00000001392	ATPsyn-d	PIERAPG00000000590	DPOGS210372	Msex2.10302
PIERAPT00000001393	G107797	PIERAPG00000000591	DPOGS216100	Msex2.00058
PIERAPT00000001395	PRKC2	PIERAPG00000000592	DPOGS212831	Msex2.00917
PIERAPT00000001396	CG1785	PIERAPG00000000593	DPOGS209065	Msex2.03237
PIERAPT00000001398	grh	PIERAPG00000000594	DPOGS203678	Msex2.00232
PIERAPT00000001402	G105554	PIERAPG00000000595	DPOGS204292	Msex2.06251
PIERAPT00000001403	SMURF2	PIERAPG00000000596	DPOGS203241	Msex2.07587
PIERAPT00000001405	Amt	PIERAPG00000000597	DPOGS205008	Msex2.08293
PIERAPT00000001406	GTSF1	PIERAPG00000000598	DPOGS210406	Msex2.13344,Msex2.13736
PIERAPT00000001408	Sb_2	PIERAPG00000000600	DPOGS213841	Msex2.02634
PIERAPT00000001410	KLF10	PIERAPG00000000601	DPOGS201573	Msex2.07074,Msex2.12534
PIERAPT00000001411	ACES	PIERAPG00000000602	DPOGS202609	Msex2.05726
PIERAPT00000001412	SRP72	PIERAPG00000000603	DPOGS209929	Msex2.11101
PIERAPT00000001413	Vamp7	PIERAPG00000000604	DPOGS211886	Msex2.12112
PIERAPT00000001419	PA1	PIERAPG00000000608	DPOGS205787	Msex2.10218
PIERAPT00000001421	Wbp2WBP2NL	PIERAPG00000000610	DPOGS207263	Msex2.06133
PIERAPT00000001425	TMEM110	PIERAPG00000000611	DPOGS215938	Msex2.08744
PIERAPT00000001428	PPIEcyp33	PIERAPG00000000612	DPOGS208753,DPOGS208754	Msex2.04099
PIERAPT00000001429	Obp68	PIERAPG00000000613	DPOGS201299	NA
PIERAPT00000001434	arhgap21-barhgap21	PIERAPG00000000616	DPOGS200177	Msex2.10415
PIERAPT00000001453	Orct2_2	PIERAPG00000000617	DPOGS214409	Msex2.07756
PIERAPT00000001455	sseD	PIERAPG00000000618	DPOGS215178	Msex2.05898
PIERAPT00000001459	MEGF11	PIERAPG00000000619	DPOGS208973	Msex2.00680
PIERAPT00000001464	FAM213B	PIERAPG00000000622	DPOGS201654	Msex2.01784
PIERAPT00000001467	Dcakd	PIERAPG00000000624	DPOGS212562	Msex2.14977
PIERAPT00000001477	Slc41a2	PIERAPG00000000625	DPOGS212010	Msex2.01799
PIERAPT00000001483	VLDLR	PIERAPG00000000626	DPOGS201928	Msex2.07918
PIERAPT00000001492	ERT1	PIERAPG00000000627	DPOGS203054	NA
PIERAPT00000001496	ube3b	PIERAPG00000000630	DPOGS212175	Msex2.05020
PIERAPT00000001498	glmU	PIERAPG00000000631	NA	Msex2.06521
PIERAPT00000001499	MAP3K7	PIERAPG00000000632	DPOGS200403	Msex2.02602
PIERAPT00000001500	porin	PIERAPG00000000633	DPOGS209741	Msex2.06044
PIERAPT00000001501	POMP	PIERAPG00000000634	DPOGS215995	Msex2.04572
PIERAPT00000001503	G104522	PIERAPG00000000636	DPOGS215811	Msex2.08490
PIERAPT00000001517	RALGAPB	PIERAPG00000000637	DPOGS215405	Msex2.09363
PIERAPT00000001522	Cox7c	PIERAPG00000000639	DPOGS209089	Msex2.03851,Msex2.03850
PIERAPT00000001523	G111348	PIERAPG00000000640	DPOGS215462	Msex2.07723
PIERAPT00000001525	Ndnf	PIERAPG00000000642	DPOGS213048	Msex2.05531
PIERAPT00000001526	chchd4	PIERAPG00000000643	NA	Msex2.08982
PIERAPT00000001534	Taf4	PIERAPG00000000648	DPOGS203366	Msex2.01339
PIERAPT00000001535	sass6	PIERAPG00000000649	DPOGS211257	Msex2.01855
PIERAPT00000001543	Sulf1	PIERAPG00000000651	DPOGS211144	Msex2.09253
PIERAPT00000001547	Lonp1Lon	PIERAPG00000000653	DPOGS215092	Msex2.06449
PIERAPT00000001557	AAEL009908	PIERAPG00000000655	DPOGS208409	Msex2.07519
PIERAPT00000001560	Sv2c	PIERAPG00000000656	DPOGS208030	Msex2.11574
PIERAPT00000001561	Spef2	PIERAPG00000000657	DPOGS204704	NA
PIERAPT00000001567	Nphs1	PIERAPG00000000660	DPOGS214568	NA
PIERAPT00000001568	run	PIERAPG00000000661	DPOGS200620	Msex2.02594
PIERAPT00000001570	Optix	PIERAPG00000000663	DPOGS200597	Msex2.04059
PIERAPT00000001573	ZAN_2	PIERAPG00000000664	DPOGS212167	Msex2.04296
PIERAPT00000001584	msta	PIERAPG00000000665	DPOGS215272	Msex2.03394
PIERAPT00000001588	SEC31	PIERAPG00000000667	DPOGS208403	Msex2.07514
PIERAPT00000001589	aurka-a	PIERAPG00000000668	DPOGS209617	Msex2.06314,Msex2.13045
PIERAPT00000001593	Vps13c	PIERAPG00000000670	NA	Msex2.12405
PIERAPT00000001595	Mcm10	PIERAPG00000000672	DPOGS209516	Msex2.03466
PIERAPT00000001597	Wbscr16	PIERAPG00000000673	DPOGS206401	Msex2.00948
PIERAPT00000001598	Polr1c	PIERAPG00000000674	DPOGS202263	Msex2.12582
PIERAPT00000001599	SLC2A3	PIERAPG00000000675	DPOGS209580	Msex2.12019
PIERAPT00000001602	PARS2	PIERAPG00000000677	DPOGS214446	Msex2.11512
PIERAPT00000001603	Gas1	PIERAPG00000000678	DPOGS207508	Msex2.05217
PIERAPT00000001604	Lip3_2	PIERAPG00000000679	DPOGS213252,DPOGS213253	Msex2.07261
PIERAPT00000001605	PEX11G	PIERAPG00000000680	DPOGS204129	Msex2.00764
PIERAPT00000001606	ttcA	PIERAPG00000000681	NA	Msex2.01781
PIERAPT00000001610	TSG101	PIERAPG00000000684	DPOGS214321	Msex2.07619
PIERAPT00000001616	neurl4	PIERAPG00000000686	DPOGS201376	Msex2.01425
PIERAPT00000001617	cah-2	PIERAPG00000000687	NA	Msex2.09490
PIERAPT00000001618	MCM8	PIERAPG00000000688	NA	Msex2.10050
PIERAPT00000001620	shc1	PIERAPG00000000690	DPOGS201490	Msex2.03927
PIERAPT00000001621	PAT20	PIERAPG00000000691	DPOGS205404	NA
PIERAPT00000001640	AQR	PIERAPG00000000692	DPOGS211310	Msex2.05255
PIERAPT00000001651	DLG5	PIERAPG00000000693	DPOGS215277	Msex2.03388
PIERAPT00000001656	fam92a1fam92a1-aTFC4	PIERAPG00000000694	DPOGS201339	Msex2.05400
PIERAPT00000001664	IQCG	PIERAPG00000000697	DPOGS214590	Msex2.09911
PIERAPT00000001670	OCA5sppA	PIERAPG00000000699	DPOGS200227	Msex2.10232
PIERAPT00000001671	efg1	PIERAPG00000000700	DPOGS204063	NA
PIERAPT00000001680	CG5235	PIERAPG00000000704	DPOGS215479	Msex2.04443
PIERAPT00000001686	CNGA3	PIERAPG00000000705	DPOGS204216	Msex2.09767
PIERAPT00000001689	Grid1rpb-2GLR2.9Gria3	PIERAPG00000000706	DPOGS205678	Msex2.07976
PIERAPT00000001696	PLAA	PIERAPG00000000708	DPOGS210122	NA
PIERAPT00000001699	Pla2g6	PIERAPG00000000709	DPOGS201937	Msex2.03481
PIERAPT00000001702	gemin2	PIERAPG00000000711	DPOGS215633	Msex2.05483
PIERAPT00000001708	MYBL1B4GALT1	PIERAPG00000000712	DPOGS204453	Msex2.08976
PIERAPT00000001711	TFPI	PIERAPG00000000714	NA	Msex2.15232
PIERAPT00000001712	BDH1	PIERAPG00000000715	DPOGS206668	Msex2.00511
PIERAPT00000001714	Rab39a	PIERAPG00000000716	DPOGS200591	Msex2.04048
PIERAPT00000001716	RAE1	PIERAPG00000000718	DPOGS203528	Msex2.10928
PIERAPT00000001717	ostc-b	PIERAPG00000000719	DPOGS201567	Msex2.07062
PIERAPT00000001724	Cdan1	PIERAPG00000000722	DPOGS203097	Msex2.01960
PIERAPT00000001727	p38b	PIERAPG00000000723	DPOGS215664	Msex2.09629
PIERAPT00000001729	SART1	PIERAPG00000000724	DPOGS209458	Msex2.11390
PIERAPT00000001732	coaW	PIERAPG00000000726	DPOGS214431	Msex2.08148
PIERAPT00000001737	FRMD8	PIERAPG00000000728	DPOGS202703	Msex2.07893
PIERAPT00000001740	Klhl29	PIERAPG00000000729	DPOGS208385	Msex2.01405
PIERAPT00000001742	lcp	PIERAPG00000000730	DPOGS207067	Msex2.11369
PIERAPT00000001745	G104355	PIERAPG00000000731	DPOGS200867	NA
PIERAPT00000001748	LSAMP	PIERAPG00000000732	DPOGS200397	Msex2.02878
PIERAPT00000001749	purDHdac6	PIERAPG00000000733	DPOGS202425	NA
PIERAPT00000001756	SMG7	PIERAPG00000000734	DPOGS208836	Msex2.12002
PIERAPT00000001769	Tra2b	PIERAPG00000000737	DPOGS200834	Msex2.07802
PIERAPT00000001775	ttm50	PIERAPG00000000738	DPOGS215407	Msex2.09365
PIERAPT00000001778	ref(2)P	PIERAPG00000000739	DPOGS216209	Msex2.01803
PIERAPT00000001779	KY	PIERAPG00000000740	DPOGS214351	Msex2.07630
PIERAPT00000001781	CDKL2	PIERAPG00000000741	DPOGS201024	Msex2.05560
PIERAPT00000001782	nas-17nas-13	PIERAPG00000000742	DPOGS200518	Msex2.08594
PIERAPT00000001788	Sufu	PIERAPG00000000743	DPOGS204620	Msex2.12686
PIERAPT00000001789	SPCC31H12.03c	PIERAPG00000000744	DPOGS204325	Msex2.02708
PIERAPT00000001791	VTA1	PIERAPG00000000746	DPOGS207586	Msex2.08083
PIERAPT00000001794	Sas10	PIERAPG00000000748	DPOGS207806	Msex2.06635
PIERAPT00000001796	Cadm2	PIERAPG00000000750	DPOGS213690	Msex2.08355
PIERAPT00000001799	Ube4b	PIERAPG00000000751	DPOGS209738	Msex2.06038
PIERAPT00000001803	Brca2	PIERAPG00000000752	DPOGS214401	Msex2.07761
PIERAPT00000001809	NAAT1	PIERAPG00000000754	DPOGS204331	Msex2.03578,Msex2.03581,Msex2.03579
PIERAPT00000001815	NVL	PIERAPG00000000759	DPOGS201774	Msex2.12286
PIERAPT00000001816	LIPI	PIERAPG00000000760	DPOGS201987	Msex2.09846
PIERAPT00000001819	DEPDC5	PIERAPG00000000763	DPOGS212999	Msex2.05493
PIERAPT00000001832	CBX7	PIERAPG00000000765	DPOGS212988	Msex2.00172
PIERAPT00000001833	TRAPPC2L	PIERAPG00000000766	DPOGS213383	Msex2.06071
PIERAPT00000001835	G113768	PIERAPG00000000768	DPOGS201184	Msex2.13094
PIERAPT00000001840	lolal	PIERAPG00000000770	DPOGS214291	Msex2.02035
PIERAPT00000001848	LanA	PIERAPG00000000772	DPOGS203958	Msex2.02093
PIERAPT00000001853	DDX43	PIERAPG00000000773	DPOGS208171	Msex2.03775
PIERAPT00000001855	G110227	PIERAPG00000000774	DPOGS203599	Msex2.01141
PIERAPT00000001861	RpL40	PIERAPG00000000775	DPOGS208502	Msex2.06722
PIERAPT00000001864	Foxn3clpX	PIERAPG00000000776	DPOGS202627	Msex2.01167
PIERAPT00000001869	eepd1	PIERAPG00000000779	DPOGS211800	NA
PIERAPT00000001871	CG12018	PIERAPG00000000780	DPOGS204841	Msex2.01050
PIERAPT00000001875	Polb	PIERAPG00000000782	DPOGS208467	NA
PIERAPT00000001878	Ndufb11	PIERAPG00000000784	DPOGS206077	Msex2.09188
PIERAPT00000001880	KCNJ2irk-1	PIERAPG00000000785	DPOGS209319	Msex2.06259
PIERAPT00000001894	Crebbp	PIERAPG00000000787	DPOGS202654	Msex2.11237
PIERAPT00000001898	sec31a	PIERAPG00000000788	DPOGS215248	Msex2.07421
PIERAPT00000001906	SLC36A2	PIERAPG00000000790	DPOGS205643	Msex2.05651
PIERAPT00000001908	ARMC3	PIERAPG00000000791	DPOGS215705	Msex2.00940
PIERAPT00000001909	ACTR6	PIERAPG00000000792	DPOGS209091	Msex2.03852
PIERAPT00000001920	tal1	PIERAPG00000000794	DPOGS214833	Msex2.09568
PIERAPT00000001924	MT-ND4L	PIERAPG00000000795	DPOGS205463	Msex2.08461
PIERAPT00000001931	PTGR1	PIERAPG00000000797	DPOGS207815	Msex2.06617
PIERAPT00000001932	tw	PIERAPG00000000798	DPOGS214619	NA
PIERAPT00000001934	ESTE	PIERAPG00000000799	DPOGS209909	NA
PIERAPT00000001939	Kibra	PIERAPG00000000801	DPOGS213788	Msex2.00024
PIERAPT00000001941	Exosc5	PIERAPG00000000802	DPOGS212877	Msex2.00869
PIERAPT00000001942	SLC22A8	PIERAPG00000000803	DPOGS204774	Msex2.03980
PIERAPT00000001943	VAV3	PIERAPG00000000804	DPOGS216035	NA
PIERAPT00000001944	BUG1Ate1	PIERAPG00000000805	DPOGS201011	NA
PIERAPT00000001946	TMEM60	PIERAPG00000000806	DPOGS215976	NA
PIERAPT00000001947	TGMH	PIERAPG00000000807	DPOGS204572	Msex2.09078
PIERAPT00000001955	CFAP57	PIERAPG00000000810	DPOGS203796	Msex2.00198
PIERAPT00000001958	GCAT	PIERAPG00000000812	DPOGS214664	Msex2.05240
PIERAPT00000001963	pdcd10	PIERAPG00000000813	DPOGS214180	Msex2.07131
PIERAPT00000001965	Ndufa4	PIERAPG00000000815	NA	Msex2.04257
PIERAPT00000001966	Slh	PIERAPG00000000816	DPOGS212057	Msex2.02672
PIERAPT00000001969	LGR4	PIERAPG00000000818	DPOGS201464	Msex2.03923
PIERAPT00000001971	v1g238755	PIERAPG00000000819	DPOGS207786	Msex2.08815
PIERAPT00000001978	G104375	PIERAPG00000000820	DPOGS204629	Msex2.04162
PIERAPT00000001986	COX5B	PIERAPG00000000827	DPOGS216154	Msex2.13872
PIERAPT00000001989	LA	PIERAPG00000000828	DPOGS211838	Msex2.11653
PIERAPT00000001995	Tret1_4	PIERAPG00000000832	DPOGS213676	Msex2.08352
PIERAPT00000001997	SCARB1	PIERAPG00000000833	DPOGS214396	NA
PIERAPT00000001999	Gld_3	PIERAPG00000000834	DPOGS205715,DPOGS205716	NA
PIERAPT00000002001	kraken	PIERAPG00000000836	DPOGS206337	Msex2.00095
PIERAPT00000002003	ninaB	PIERAPG00000000837	DPOGS212591,DPOGS212592	NA
PIERAPT00000002006	ftsK	PIERAPG00000000838	DPOGS209419	NA
PIERAPT00000002009	CD109	PIERAPG00000000840	DPOGS202912	Msex2.12427
PIERAPT00000002011	Wnt6	PIERAPG00000000841	DPOGS214293	Msex2.02038
PIERAPT00000002016	Actn	PIERAPG00000000842	DPOGS206602	Msex2.01211
PIERAPT00000002024	NCOA6	PIERAPG00000000845	DPOGS216157	NA
PIERAPT00000002028	TLR6IGFALS	PIERAPG00000000846	DPOGS205123	Msex2.07671
PIERAPT00000002031	Ppcdc	PIERAPG00000000848	DPOGS200870	Msex2.06683
PIERAPT00000002033	SERPINB14B	PIERAPG00000000849	DPOGS202595	Msex2.02659
PIERAPT00000002034	Ccp84Ab_2	PIERAPG00000000850	DPOGS215880	Msex2.13644
PIERAPT00000002037	FR	PIERAPG00000000851	DPOGS204003	Msex2.12746
PIERAPT00000002040	adck4	PIERAPG00000000853	DPOGS201356	Msex2.06976
PIERAPT00000002044	foi	PIERAPG00000000856	DPOGS212468	Msex2.09620
PIERAPT00000002048	FAM172A	PIERAPG00000000858	NA	Msex2.06444
PIERAPT00000002049	rergl	PIERAPG00000000859	DPOGS202069	Msex2.02214,Msex2.02216
PIERAPT00000002051	ARMC2	PIERAPG00000000860	DPOGS212766	Msex2.14080
PIERAPT00000002053	DHFR	PIERAPG00000000862	DPOGS212793	Msex2.03831
PIERAPT00000002058	CG7766	PIERAPG00000000863	DPOGS211943	Msex2.06829
PIERAPT00000002065	Mpp6	PIERAPG00000000867	DPOGS214116	Msex2.02000
PIERAPT00000002066	Col27a1	PIERAPG00000000868	DPOGS215105	NA
PIERAPT00000002072	ASLargx	PIERAPG00000000869	DPOGS205080	Msex2.04973
PIERAPT00000002073	AKH	PIERAPG00000000870	DPOGS215214	Msex2.05882,Msex2.07769
PIERAPT00000002077	ME1_2	PIERAPG00000000872	DPOGS211597	Msex2.05836
PIERAPT00000002078	MFB2_2	PIERAPG00000000873	NA	Msex2.04586
PIERAPT00000002080	exo70	PIERAPG00000000875	DPOGS204746	Msex2.03984
PIERAPT00000002095	TRF_2	PIERAPG00000000877	DPOGS214999	Msex2.12754
PIERAPT00000002097	RhoL	PIERAPG00000000878	DPOGS204314	NA
PIERAPT00000002098	FAM154B	PIERAPG00000000879	DPOGS208155	NA
PIERAPT00000002099	CU08	PIERAPG00000000880	NA	Msex2.15549,Msex2.13667
PIERAPT00000002102	Aats-met	PIERAPG00000000882	DPOGS206264	Msex2.08061
PIERAPT00000002104	MME	PIERAPG00000000883	DPOGS209689	Msex2.01424
PIERAPT00000002106	Bcl3	PIERAPG00000000885	DPOGS203096	Msex2.01963
PIERAPT00000002109	lap1	PIERAPG00000000888	NA	Msex2.01704
PIERAPT00000002112	AMFR	PIERAPG00000000890	DPOGS209902	Msex2.10694
PIERAPT00000002113	G113231	PIERAPG00000000891	DPOGS208821	Msex2.04865
PIERAPT00000002117	pqn-25	PIERAPG00000000892	DPOGS202744	Msex2.11748
PIERAPT00000002120	PNLIP	PIERAPG00000000894	DPOGS210841	Msex2.09694
PIERAPT00000002121	PCMP-E17	PIERAPG00000000895	NA	Msex2.12545
PIERAPT00000002122	NRT2.1	PIERAPG00000000896	DPOGS210213	Msex2.07582
PIERAPT00000002124	TMEM261	PIERAPG00000000898	DPOGS205175	NA
PIERAPT00000002125	Cntrl	PIERAPG00000000899	DPOGS209164,DPOGS209165	Msex2.05620
PIERAPT00000002127	IIV6-251LDTYMK	PIERAPG00000000900	DPOGS200345	Msex2.07810
PIERAPT00000002140	PGP	PIERAPG00000000904	DPOGS213511	Msex2.08001
PIERAPT00000002146	miaB	PIERAPG00000000905	DPOGS206121	NA
PIERAPT00000002147	FBXO28	PIERAPG00000000906	DPOGS213632	NA
PIERAPT00000002154	PIGO	PIERAPG00000000909	DPOGS214665	Msex2.05238
PIERAPT00000002159	UBE2J1	PIERAPG00000000911	DPOGS214953	Msex2.09463
PIERAPT00000002161	GK25604GL13432	PIERAPG00000000912	DPOGS208438	Msex2.04434
PIERAPT00000002162	Cnot7	PIERAPG00000000913	NA	Msex2.15221
PIERAPT00000002163	gag	PIERAPG00000000914	NA	Msex2.03701
PIERAPT00000002165	SLC36A1slc36a4	PIERAPG00000000915	DPOGS205792	Msex2.09530
PIERAPT00000002166	COGS	PIERAPG00000000916	NA	Msex2.09726
PIERAPT00000002169	G101050	PIERAPG00000000917	DPOGS200373	Msex2.01112
PIERAPT00000002173	dre4	PIERAPG00000000920	DPOGS200133	Msex2.10420
PIERAPT00000002175	RBM41	PIERAPG00000000921	DPOGS216113	Msex2.00010
PIERAPT00000002176	Trx-2	PIERAPG00000000922	DPOGS201640	Msex2.01775
PIERAPT00000002179	GstZ1	PIERAPG00000000923	DPOGS213100	Msex2.11763
PIERAPT00000002182	Traf4	PIERAPG00000000924	DPOGS209601	NA
PIERAPT00000002188	CYP4C1Cyp313a1CYP4V2	PIERAPG00000000925	DPOGS206194	Msex2.04952
PIERAPT00000002189	MYH9TL5B	PIERAPG00000000926	DPOGS203317	Msex2.06008
PIERAPT00000002193	tsuAAPOA1	PIERAPG00000000928	DPOGS211876	Msex2.06823
PIERAPT00000002197	Psn	PIERAPG00000000929	DPOGS202258	Msex2.13947
PIERAPT00000002203	COMMD10	PIERAPG00000000932	DPOGS204816	Msex2.02488
PIERAPT00000002205	Pde12	PIERAPG00000000933	DPOGS214209	Msex2.03159
PIERAPT00000002207	ADAP1	PIERAPG00000000934	DPOGS207253	Msex2.06151
PIERAPT00000002211	TUBGCP4	PIERAPG00000000937	DPOGS207524	Msex2.05227
PIERAPT00000002215	Arl4c	PIERAPG00000000939	DPOGS207272	Msex2.01030
PIERAPT00000002216	LCP17	PIERAPG00000000940	DPOGS212903	Msex2.11639
PIERAPT00000002219	FBXL7	PIERAPG00000000943	DPOGS210941	Msex2.00591
PIERAPT00000002226	Hmg20a	PIERAPG00000000947	DPOGS207792	Msex2.06656
PIERAPT00000002228	Rbbp5	PIERAPG00000000949	NA	Msex2.12436
PIERAPT00000002236	HINFP	PIERAPG00000000951	DPOGS209702	Msex2.02871
PIERAPT00000002238	traf6-a	PIERAPG00000000952	DPOGS202662	Msex2.11231
PIERAPT00000002239	NPC2	PIERAPG00000000953	NA	Msex2.10171
PIERAPT00000002243	Tret1Tret1-2	PIERAPG00000000954	DPOGS201698	Msex2.05823
PIERAPT00000002245	mnmE_2	PIERAPG00000000956	DPOGS200053	NA
PIERAPT00000002246	mRpL55	PIERAPG00000000957	DPOGS207599	Msex2.13543
PIERAPT00000002248	HNRNP	PIERAPG00000000958	DPOGS210987	Msex2.07253
PIERAPT00000002249	Hmcn2	PIERAPG00000000959	DPOGS205598	Msex2.11340
PIERAPT00000002253	rpoC	PIERAPG00000000962	DPOGS209506	Msex2.13035
PIERAPT00000002258	CUBNSb	PIERAPG00000000963	DPOGS203758	Msex2.05602
PIERAPT00000002261	rpoC2	PIERAPG00000000964	DPOGS200240	Msex2.14477
PIERAPT00000002263	SPBC902.04	PIERAPG00000000965	DPOGS205621	Msex2.06288
PIERAPT00000002269	su(f)	PIERAPG00000000966	DPOGS204962	Msex2.01934
PIERAPT00000002272	CCDC51	PIERAPG00000000967	DPOGS204089	Msex2.01908
PIERAPT00000002276	tex10	PIERAPG00000000969	DPOGS212256	Msex2.03285
PIERAPT00000002282	Gprk1	PIERAPG00000000970	DPOGS204545	Msex2.08826
PIERAPT00000002290	G109437	PIERAPG00000000971	DPOGS200982	Msex2.05554
PIERAPT00000002291	eIF-4a	PIERAPG00000000972	DPOGS211201	Msex2.10362
PIERAPT00000002297	GLSN	PIERAPG00000000973	NA	Msex2.14418
PIERAPT00000002299	mRpL51	PIERAPG00000000975	DPOGS204501	Msex2.03308
PIERAPT00000002304	Pcdh15	PIERAPG00000000978	DPOGS210669	Msex2.09114
PIERAPT00000002309	Larp1PCMP-E31	PIERAPG00000000979	DPOGS214993	Msex2.08419
PIERAPT00000002315	g	PIERAPG00000000980	DPOGS208072	Msex2.09794
PIERAPT00000002320	PNLIPRP2_2	PIERAPG00000000984	DPOGS201987	Msex2.09846
PIERAPT00000002321	nrv1	PIERAPG00000000985	DPOGS201881	Msex2.06900
PIERAPT00000002322	TMEM18	PIERAPG00000000986	DPOGS214280	Msex2.02012
PIERAPT00000002327	Lphn3	PIERAPG00000000990	DPOGS200101	Msex2.03704
PIERAPT00000002328	Ecd	PIERAPG00000000991	NA	Msex2.04886
PIERAPT00000002329	TMEM199	PIERAPG00000000992	DPOGS201469	Msex2.03915
PIERAPT00000002331	VCATH	PIERAPG00000000993	DPOGS211806	NA
PIERAPT00000002332	Slc22a3	PIERAPG00000000994	NA	Msex2.02881,Msex2.02071
PIERAPT00000002333	TRYP7	PIERAPG00000000995	DPOGS209870	Msex2.10688
PIERAPT00000002336	TBC1D14	PIERAPG00000000997	DPOGS212398	Msex2.10875
