PIERAPG00000012191	len=150	ExpAA=22.79	First60=1.25	PredHel=1	Topology=o61-83i
PIERAPG00000002540	len=207	ExpAA=0.02	First60=0.01	PredHel=0	Topology=o
PIERAPG00000010711	len=203	ExpAA=22.59	First60=22.59	PredHel=1	Topology=i7-29o
PIERAPG00000003150	len=211	ExpAA=17.21	First60=16.76	PredHel=1	Topology=o15-32i
PIERAPG00000008663	len=90	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000005994	len=73	ExpAA=0.00	First60=0.00	PredHel=0	Topology=i
PIERAPG00000014546	len=526	ExpAA=0.35	First60=0.03	PredHel=0	Topology=o
PIERAPG00000005801	len=159	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000005434	len=76	ExpAA=0.03	First60=0.03	PredHel=0	Topology=o
PIERAPG00000003917	len=160	ExpAA=13.97	First60=0.01	PredHel=0	Topology=o
PIERAPG00000006113	len=248	ExpAA=0.09	First60=0.09	PredHel=0	Topology=o
PIERAPG00000007214	len=159	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000003507	len=421	ExpAA=0.83	First60=0.01	PredHel=0	Topology=o
PIERAPG00000013102	len=484	ExpAA=263.56	First60=21.81	PredHel=12	Topology=i32-54o76-98i105-124o134-156i163-182o186-208i273-295o310-330i337-359o374-396i409-428o438-460i
PIERAPG00000001368	len=541	ExpAA=281.30	First60=22.40	PredHel=13	Topology=o10-32i83-102o130-152i159-181o186-203i215-234o239-261i324-344o359-381i388-410o420-442i454-476o491-513i
PIERAPG00000001291	len=106	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
PIERAPG00000001388	len=522	ExpAA=0.28	First60=0.08	PredHel=0	Topology=o
PIERAPG00000010242	len=361	ExpAA=0.11	First60=0.00	PredHel=0	Topology=o
PIERAPG00000000495	len=364	ExpAA=27.98	First60=0.07	PredHel=1	Topology=i168-190o
PIERAPG00000000136	len=152	ExpAA=16.47	First60=16.47	PredHel=0	Topology=o
PIERAPG00000003335	len=698	ExpAA=115.25	First60=1.88	PredHel=0	Topology=o
PIERAPG00000001297	len=450	ExpAA=1.07	First60=0.00	PredHel=0	Topology=o
PIERAPG00000002139	len=464	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
PIERAPG00000009146	len=286	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
PIERAPG00000012607	len=190	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000013927	len=417	ExpAA=0.47	First60=0.00	PredHel=0	Topology=o
PIERAPG00000011458	len=1043	ExpAA=2.95	First60=0.00	PredHel=0	Topology=o
PIERAPG00000005877	len=393	ExpAA=5.34	First60=0.00	PredHel=0	Topology=o
PIERAPG00000003044	len=57	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000002617	len=519	ExpAA=0.08	First60=0.00	PredHel=0	Topology=o
PIERAPG00000004618	len=511	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
PIERAPG00000011477	len=1052	ExpAA=41.50	First60=16.54	PredHel=1	Topology=o450-472i
PIERAPG00000013042	len=238	ExpAA=0.22	First60=0.22	PredHel=0	Topology=o
PIERAPG00000003734	len=394	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
PIERAPG00000008659	len=329	ExpAA=23.32	First60=0.00	PredHel=0	Topology=o
PIERAPG00000005768	len=80	ExpAA=0.00	First60=0.00	PredHel=0	Topology=i
PIERAPG00000006896	len=437	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
PIERAPG00000009278	len=266	ExpAA=1.61	First60=0.02	PredHel=0	Topology=o
PIERAPG00000013293	len=271	ExpAA=0.72	First60=0.01	PredHel=0	Topology=o
PIERAPG00000005665	len=337	ExpAA=0.51	First60=0.02	PredHel=0	Topology=o
PIERAPG00000005499	len=319	ExpAA=0.10	First60=0.10	PredHel=0	Topology=o
PIERAPG00000012813	len=154	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000012352	len=144	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000009616	len=1032	ExpAA=0.30	First60=0.00	PredHel=0	Topology=o
PIERAPG00000010321	len=520	ExpAA=0.10	First60=0.00	PredHel=0	Topology=o
PIERAPG00000003907	len=220	ExpAA=0.07	First60=0.05	PredHel=0	Topology=o
PIERAPG00000011954	len=109	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000004876	len=464	ExpAA=0.04	First60=0.03	PredHel=0	Topology=o
PIERAPG00000002057	len=85	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000005759	len=74	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000009721	len=86	ExpAA=15.87	First60=12.51	PredHel=0	Topology=o
PIERAPG00000006402	len=339	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000011717	len=57	ExpAA=18.43	First60=18.43	PredHel=1	Topology=o27-46i
PIERAPG00000003389	len=495	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
PIERAPG00000005730	len=448	ExpAA=0.06	First60=0.00	PredHel=0	Topology=o
PIERAPG00000014524	len=348	ExpAA=0.84	First60=0.00	PredHel=0	Topology=o
PIERAPG00000014967	len=490	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000001186	len=343	ExpAA=0.56	First60=0.56	PredHel=0	Topology=o
PIERAPG00000011214	len=441	ExpAA=1.16	First60=0.00	PredHel=0	Topology=o
PIERAPG00000011565	len=336	ExpAA=0.07	First60=0.07	PredHel=0	Topology=o
PIERAPG00000014412	len=193	ExpAA=2.76	First60=0.98	PredHel=0	Topology=o
PIERAPG00000001653	len=385	ExpAA=0.04	First60=0.00	PredHel=0	Topology=o
PIERAPG00000003090	len=117	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000009888	len=454	ExpAA=3.69	First60=0.00	PredHel=0	Topology=o
PIERAPG00000006023	len=218	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000009186	len=87	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000009977	len=103	ExpAA=0.13	First60=0.13	PredHel=0	Topology=o
PIERAPG00000014192	len=100	ExpAA=0.43	First60=0.43	PredHel=0	Topology=o
PIERAPG00000002527	len=488	ExpAA=2.07	First60=0.01	PredHel=0	Topology=o
PIERAPG00000004322	len=468	ExpAA=0.53	First60=0.48	PredHel=0	Topology=o
PIERAPG00000004348	len=427	ExpAA=0.05	First60=0.00	PredHel=0	Topology=o
PIERAPG00000001264	len=309	ExpAA=1.28	First60=1.27	PredHel=0	Topology=o
PIERAPG00000007414	len=97	ExpAA=22.11	First60=22.11	PredHel=1	Topology=o5-27i
PIERAPG00000011311	len=132	ExpAA=0.02	First60=0.02	PredHel=0	Topology=o
PIERAPG00000011194	len=156	ExpAA=91.93	First60=30.08	PredHel=4	Topology=o10-32i53-75o90-112i132-154o
PIERAPG00000012804	len=226	ExpAA=0.04	First60=0.00	PredHel=0	Topology=o
PIERAPG00000011082	len=642	ExpAA=0.05	First60=0.03	PredHel=0	Topology=o
PIERAPG00000004607	len=312	ExpAA=0.02	First60=0.02	PredHel=0	Topology=o
PIERAPG00000014286	len=205	ExpAA=2.79	First60=0.00	PredHel=0	Topology=o
PIERAPG00000009006	len=440	ExpAA=0.07	First60=0.00	PredHel=0	Topology=o
PIERAPG00000013028	len=331	ExpAA=0.20	First60=0.17	PredHel=0	Topology=o
PIERAPG00000011388	len=598	ExpAA=14.86	First60=14.86	PredHel=1	Topology=i5-22o
PIERAPG00000000746	len=347	ExpAA=2.12	First60=1.54	PredHel=0	Topology=o
PIERAPG00000002001	len=307	ExpAA=7.31	First60=3.36	PredHel=0	Topology=o
PIERAPG00000001853	len=1063	ExpAA=0.14	First60=0.13	PredHel=0	Topology=o
PIERAPG00000012374	len=250	ExpAA=0.04	First60=0.00	PredHel=0	Topology=o
PIERAPG00000010988	len=402	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
PIERAPG00000004102	len=314	ExpAA=22.76	First60=22.76	PredHel=1	Topology=i12-34o
PIERAPG00000014730	len=95	ExpAA=0.08	First60=0.08	PredHel=0	Topology=o
PIERAPG00000001898	len=207	ExpAA=3.57	First60=3.52	PredHel=0	Topology=o
PIERAPG00000007489	len=293	ExpAA=0.02	First60=0.01	PredHel=0	Topology=o
PIERAPG00000000610	len=301	ExpAA=0.09	First60=0.08	PredHel=0	Topology=o
PIERAPG00000013634	len=173	ExpAA=0.75	First60=0.01	PredHel=0	Topology=o
PIERAPG00000013674	len=352	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000002125	len=157	ExpAA=0.06	First60=0.06	PredHel=0	Topology=o
PIERAPG00000009177	len=246	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000007100	len=318	ExpAA=0.34	First60=0.15	PredHel=0	Topology=o
PIERAPG00000008206	len=213	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000014695	len=249	ExpAA=0.07	First60=0.00	PredHel=0	Topology=o
PIERAPG00000007907	len=582	ExpAA=4.84	First60=0.01	PredHel=0	Topology=o
PIERAPG00000006774	len=540	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000002642	len=494	ExpAA=0.03	First60=0.02	PredHel=0	Topology=o
PIERAPG00000001425	len=1456	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000006758	len=225	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000009472	len=122	ExpAA=1.84	First60=1.84	PredHel=0	Topology=o
PIERAPG00000011753	len=119	ExpAA=0.02	First60=0.02	PredHel=0	Topology=o
PIERAPG00000014457	len=122	ExpAA=4.93	First60=4.93	PredHel=0	Topology=o
PIERAPG00000006732	len=5380	ExpAA=0.22	First60=0.00	PredHel=0	Topology=o
PIERAPG00000005489	len=377	ExpAA=0.05	First60=0.00	PredHel=0	Topology=o
PIERAPG00000007384	len=393	ExpAA=0.08	First60=0.04	PredHel=0	Topology=o
PIERAPG00000012846	len=1338	ExpAA=0.10	First60=0.00	PredHel=0	Topology=o
PIERAPG00000012833	len=426	ExpAA=0.28	First60=0.00	PredHel=0	Topology=o
PIERAPG00000008455	len=441	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000014687	len=305	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
PIERAPG00000001523	len=318	ExpAA=0.30	First60=0.29	PredHel=0	Topology=o
PIERAPG00000006324	len=336	ExpAA=0.48	First60=0.47	PredHel=0	Topology=o
PIERAPG00000013485	len=566	ExpAA=0.95	First60=0.00	PredHel=0	Topology=o
PIERAPG00000011270	len=376	ExpAA=14.03	First60=13.38	PredHel=0	Topology=o
PIERAPG00000011004	len=164	ExpAA=1.45	First60=1.45	PredHel=0	Topology=o
PIERAPG00000009540	len=450	ExpAA=1.95	First60=0.00	PredHel=0	Topology=o
PIERAPG00000013628	len=166	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000011271	len=973	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000003793	len=310	ExpAA=0.04	First60=0.00	PredHel=0	Topology=o
PIERAPG00000014854	len=301	ExpAA=0.06	First60=0.00	PredHel=0	Topology=o
PIERAPG00000012661	len=699	ExpAA=5.38	First60=0.00	PredHel=0	Topology=o
PIERAPG00000009534	len=326	ExpAA=1.50	First60=0.00	PredHel=0	Topology=o
PIERAPG00000007477	len=2176	ExpAA=0.06	First60=0.00	PredHel=0	Topology=o
PIERAPG00000005810	len=211	ExpAA=4.55	First60=1.11	PredHel=0	Topology=o
PIERAPG00000010292	len=186	ExpAA=0.04	First60=0.04	PredHel=0	Topology=o
PIERAPG00000001735	len=68	ExpAA=0.49	First60=0.49	PredHel=0	Topology=o
PIERAPG00000011322	len=153	ExpAA=0.06	First60=0.00	PredHel=0	Topology=o
PIERAPG00000009284	len=205	ExpAA=38.72	First60=16.14	PredHel=1	Topology=o172-194i
PIERAPG00000005349	len=90	ExpAA=0.01	First60=0.01	PredHel=0	Topology=i
PIERAPG00000000365	len=136	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000014530	len=960	ExpAA=0.18	First60=0.00	PredHel=0	Topology=o
PIERAPG00000007580	len=249	ExpAA=13.84	First60=9.18	PredHel=0	Topology=o
PIERAPG00000006503	len=457	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
PIERAPG00000002316	len=426	ExpAA=5.17	First60=3.69	PredHel=0	Topology=o
PIERAPG00000005704	len=185	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000008899	len=176	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000004034	len=249	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000012141	len=478	ExpAA=0.03	First60=0.02	PredHel=0	Topology=o
PIERAPG00000010270	len=805	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
PIERAPG00000001602	len=701	ExpAA=3.25	First60=3.25	PredHel=0	Topology=o
PIERAPG00000007087	len=255	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000013251	len=115	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000008615	len=87	ExpAA=0.13	First60=0.13	PredHel=0	Topology=o
PIERAPG00000009593	len=552	ExpAA=0.07	First60=0.06	PredHel=0	Topology=o
PIERAPG00000005179	len=903	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
PIERAPG00000000037	len=161	ExpAA=23.52	First60=2.52	PredHel=1	Topology=i137-159o
PIERAPG00000009191	len=215	ExpAA=0.28	First60=0.18	PredHel=0	Topology=o
PIERAPG00000007382	len=198	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
PIERAPG00000008523	len=168	ExpAA=11.72	First60=11.62	PredHel=0	Topology=o
PIERAPG00000011418	len=95	ExpAA=14.71	First60=14.71	PredHel=0	Topology=o
PIERAPG00000000726	len=106	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000009298	len=145	ExpAA=0.05	First60=0.02	PredHel=0	Topology=o
PIERAPG00000005109	len=220	ExpAA=0.54	First60=0.54	PredHel=0	Topology=o
PIERAPG00000013902	len=520	ExpAA=0.94	First60=0.93	PredHel=0	Topology=o
PIERAPG00000011287	len=2606	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000002037	len=84	ExpAA=6.18	First60=6.18	PredHel=0	Topology=o
PIERAPG00000003665	len=288	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000003916	len=272	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
PIERAPG00000006960	len=688	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000012365	len=381	ExpAA=47.22	First60=17.96	PredHel=2	Topology=i5-27o339-361i
PIERAPG00000006672	len=296	ExpAA=0.46	First60=0.46	PredHel=0	Topology=o
PIERAPG00000001904	len=244	ExpAA=0.07	First60=0.01	PredHel=0	Topology=o
PIERAPG00000014198	len=178	ExpAA=3.65	First60=3.57	PredHel=0	Topology=o
PIERAPG00000007352	len=325	ExpAA=0.17	First60=0.00	PredHel=0	Topology=o
PIERAPG00000010691	len=787	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
PIERAPG00000014644	len=161	ExpAA=0.18	First60=0.18	PredHel=0	Topology=o
PIERAPG00000005943	len=180	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
PIERAPG00000005020	len=241	ExpAA=0.26	First60=0.00	PredHel=0	Topology=o
PIERAPG00000013600	len=234	ExpAA=0.10	First60=0.10	PredHel=0	Topology=o
PIERAPG00000000270	len=361	ExpAA=0.92	First60=0.00	PredHel=0	Topology=o
PIERAPG00000014181	len=465	ExpAA=0.06	First60=0.01	PredHel=0	Topology=o
PIERAPG00000005405	len=421	ExpAA=21.93	First60=21.92	PredHel=1	Topology=i5-27o
PIERAPG00000000245	len=153	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
PIERAPG00000007215	len=177	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
PIERAPG00000012837	len=315	ExpAA=0.36	First60=0.00	PredHel=0	Topology=o
PIERAPG00000005195	len=573	ExpAA=0.05	First60=0.00	PredHel=0	Topology=o
PIERAPG00000006643	len=199	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000005223	len=220	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
PIERAPG00000010884	len=332	ExpAA=0.03	First60=0.02	PredHel=0	Topology=o
PIERAPG00000002972	len=467	ExpAA=1.18	First60=0.00	PredHel=0	Topology=o
PIERAPG00000003915	len=210	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000000972	len=420	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000002732	len=164	ExpAA=9.06	First60=0.01	PredHel=0	Topology=o
PIERAPG00000002765	len=724	ExpAA=1.01	First60=0.00	PredHel=0	Topology=o
PIERAPG00000010590	len=306	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000009743	len=323	ExpAA=13.64	First60=12.32	PredHel=0	Topology=o
PIERAPG00000004465	len=294	ExpAA=1.28	First60=0.00	PredHel=0	Topology=o
PIERAPG00000006533	len=319	ExpAA=0.04	First60=0.00	PredHel=0	Topology=o
PIERAPG00000008681	len=227	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
PIERAPG00000003979	len=879	ExpAA=0.43	First60=0.00	PredHel=0	Topology=o
PIERAPG00000003206	len=703	ExpAA=0.42	First60=0.00	PredHel=0	Topology=o
PIERAPG00000008802	len=451	ExpAA=0.02	First60=0.02	PredHel=0	Topology=o
PIERAPG00000013819	len=155	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000008577	len=180	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
PIERAPG00000004250	len=249	ExpAA=0.44	First60=0.00	PredHel=0	Topology=o
PIERAPG00000006070	len=222	ExpAA=0.44	First60=0.00	PredHel=0	Topology=o
PIERAPG00000013999	len=147	ExpAA=0.02	First60=0.02	PredHel=0	Topology=o
PIERAPG00000000700	len=201	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
PIERAPG00000007894	len=621	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000009142	len=343	ExpAA=0.07	First60=0.07	PredHel=0	Topology=o
PIERAPG00000006133	len=245	ExpAA=0.21	First60=0.20	PredHel=0	Topology=o
PIERAPG00000014035	len=467	ExpAA=4.11	First60=0.00	PredHel=0	Topology=o
PIERAPG00000004136	len=457	ExpAA=0.14	First60=0.03	PredHel=0	Topology=o
PIERAPG00000006467	len=566	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000008846	len=513	ExpAA=0.11	First60=0.00	PredHel=0	Topology=o
PIERAPG00000013825	len=326	ExpAA=2.53	First60=0.00	PredHel=0	Topology=o
PIERAPG00000000103	len=968	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000004340	len=175	ExpAA=0.04	First60=0.04	PredHel=0	Topology=o
PIERAPG00000009159	len=240	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000008645	len=408	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000013208	len=257	ExpAA=0.25	First60=0.07	PredHel=0	Topology=o
PIERAPG00000010610	len=442	ExpAA=7.16	First60=0.00	PredHel=0	Topology=o
PIERAPG00000009344	len=334	ExpAA=0.29	First60=0.13	PredHel=0	Topology=o
PIERAPG00000013002	len=147	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000012774	len=582	ExpAA=6.65	First60=6.65	PredHel=0	Topology=o
PIERAPG00000005187	len=683	ExpAA=0.27	First60=0.00	PredHel=0	Topology=o
PIERAPG00000007498	len=334	ExpAA=3.91	First60=3.52	PredHel=0	Topology=o
PIERAPG00000014895	len=314	ExpAA=1.41	First60=1.41	PredHel=0	Topology=o
PIERAPG00000010260	len=108	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000008296	len=401	ExpAA=6.08	First60=0.26	PredHel=0	Topology=o
PIERAPG00000011439	len=606	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000001183	len=153	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000001795	len=105	ExpAA=10.35	First60=10.34	PredHel=0	Topology=o
PIERAPG00000004403	len=292	ExpAA=0.29	First60=0.00	PredHel=0	Topology=o
PIERAPG00000013964	len=211	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000014769	len=863	ExpAA=0.05	First60=0.00	PredHel=0	Topology=o
PIERAPG00000000352	len=84	ExpAA=16.57	First60=16.57	PredHel=1	Topology=i7-26o
PIERAPG00000005308	len=380	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000009571	len=492	ExpAA=1.79	First60=1.66	PredHel=0	Topology=o
PIERAPG00000010252	len=368	ExpAA=30.38	First60=23.72	PredHel=1	Topology=i9-31o
PIERAPG00000003010	len=388	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000000631	len=201	ExpAA=1.63	First60=1.63	PredHel=0	Topology=o
PIERAPG00000004407	len=212	ExpAA=0.06	First60=0.06	PredHel=0	Topology=o
PIERAPG00000005966	len=186	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000004964	len=486	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
PIERAPG00000005573	len=101	ExpAA=0.02	First60=0.02	PredHel=0	Topology=o
PIERAPG00000010156	len=368	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000002852	len=163	ExpAA=10.02	First60=10.02	PredHel=0	Topology=o
PIERAPG00000013128	len=389	ExpAA=1.43	First60=0.00	PredHel=0	Topology=o
PIERAPG00000004346	len=93	ExpAA=0.00	First60=0.00	PredHel=0	Topology=i
PIERAPG00000006950	len=217	ExpAA=0.19	First60=0.19	PredHel=0	Topology=o
PIERAPG00000004366	len=129	ExpAA=1.49	First60=1.06	PredHel=0	Topology=o
PIERAPG00000013865	len=317	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
PIERAPG00000012921	len=365	ExpAA=2.24	First60=0.00	PredHel=0	Topology=o
PIERAPG00000006599	len=370	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000004601	len=418	ExpAA=21.82	First60=21.79	PredHel=1	Topology=i9-31o
PIERAPG00000011694	len=214	ExpAA=0.27	First60=0.27	PredHel=0	Topology=o
PIERAPG00000010798	len=322	ExpAA=0.23	First60=0.01	PredHel=0	Topology=o
PIERAPG00000012178	len=504	ExpAA=0.11	First60=0.09	PredHel=0	Topology=o
PIERAPG00000000340	len=331	ExpAA=0.88	First60=0.00	PredHel=0	Topology=o
PIERAPG00000007394	len=407	ExpAA=2.88	First60=1.99	PredHel=0	Topology=o
PIERAPG00000013474	len=391	ExpAA=0.16	First60=0.11	PredHel=0	Topology=o
PIERAPG00000002761	len=184	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000011582	len=418	ExpAA=0.08	First60=0.00	PredHel=0	Topology=o
PIERAPG00000012875	len=183	ExpAA=0.14	First60=0.04	PredHel=0	Topology=o
PIERAPG00000003892	len=407	ExpAA=28.32	First60=2.46	PredHel=0	Topology=o
PIERAPG00000009097	len=133	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000011923	len=276	ExpAA=0.13	First60=0.13	PredHel=0	Topology=o
PIERAPG00000001047	len=159	ExpAA=15.62	First60=15.58	PredHel=1	Topology=i7-29o
PIERAPG00000012391	len=235	ExpAA=0.07	First60=0.06	PredHel=0	Topology=o
PIERAPG00000001631	len=639	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000008769	len=1238	ExpAA=0.17	First60=0.00	PredHel=0	Topology=o
PIERAPG00000009998	len=1017	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000013642	len=419	ExpAA=1.88	First60=0.00	PredHel=0	Topology=o
PIERAPG00000010706	len=65	ExpAA=19.50	First60=19.50	PredHel=1	Topology=o4-26i
PIERAPG00000004319	len=193	ExpAA=0.04	First60=0.00	PredHel=0	Topology=o
PIERAPG00000013722	len=125	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000011863	len=709	ExpAA=121.12	First60=4.81	PredHel=5	Topology=i108-130o174-196i255-274o278-300i363-385o
PIERAPG00000004212	len=273	ExpAA=6.26	First60=6.23	PredHel=0	Topology=o
PIERAPG00000001177	len=193	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000002367	len=234	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000007344	len=189	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000009286	len=121	ExpAA=0.05	First60=0.05	PredHel=0	Topology=o
PIERAPG00000009652	len=175	ExpAA=0.02	First60=0.02	PredHel=0	Topology=o
PIERAPG00000013566	len=183	ExpAA=0.04	First60=0.04	PredHel=0	Topology=o
PIERAPG00000014311	len=112	ExpAA=55.03	First60=28.26	PredHel=3	Topology=i28-50o55-72i92-111o
PIERAPG00000003013	len=651	ExpAA=0.07	First60=0.00	PredHel=0	Topology=o
PIERAPG00000000888	len=250	ExpAA=0.02	First60=0.02	PredHel=0	Topology=o
PIERAPG00000008100	len=442	ExpAA=1.43	First60=0.01	PredHel=0	Topology=o
PIERAPG00000009702	len=311	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000002040	len=271	ExpAA=0.16	First60=0.15	PredHel=0	Topology=o
PIERAPG00000006223	len=231	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000006731	len=219	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000005930	len=153	ExpAA=0.20	First60=0.20	PredHel=0	Topology=o
PIERAPG00000001111	len=105	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000005167	len=399	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
PIERAPG00000007325	len=342	ExpAA=0.31	First60=0.30	PredHel=0	Topology=o
PIERAPG00000008760	len=457	ExpAA=0.28	First60=0.13	PredHel=0	Topology=o
PIERAPG00000009694	len=429	ExpAA=0.55	First60=0.32	PredHel=0	Topology=o
PIERAPG00000008816	len=152	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
PIERAPG00000000905	len=161	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000011689	len=454	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000011553	len=465	ExpAA=0.65	First60=0.16	PredHel=0	Topology=o
PIERAPG00000012091	len=263	ExpAA=39.23	First60=20.65	PredHel=2	Topology=i7-29o242-261i
PIERAPG00000009711	len=183	ExpAA=1.48	First60=1.48	PredHel=0	Topology=o
PIERAPG00000013391	len=356	ExpAA=0.05	First60=0.03	PredHel=0	Topology=o
PIERAPG00000013480	len=156	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000012698	len=138	ExpAA=0.10	First60=0.10	PredHel=0	Topology=o
PIERAPG00000013915	len=250	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000012777	len=152	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000012614	len=274	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
